gene	meth_pos	nb22	nb26	nb27	nc3	nc4	nc5	sb22	sb26	sb27	sc3	sc4	sc5
g403	46	0.77	0	0.72	0	0.5	0.08	0.46	0	0	0.23	0	0
g404	7	87.79	87.36	94.07	70.37	92.28	90.77	90.32	98.31	99.21	97.14	100	96.52
g405	0	0	0	0	0	0	0	0	0	0	0	0	0
g406	36	0	0	0	0	0	0	0	0	0	0	0	0
g407	4	0	0	0	0	0	0	0	0	0	0	0	0
g408	4	25.76	43.75	28.62	35.42	26.67	45.72	50	47.95	50	50	50	48.86
g409	0	0	0	0	0	0	0	0	0	0	0	0	0
g410	0	0	0	0	0	0	0	0	0	0	0	0	0
g411	0	0	0	0	0	0	0	0	0	0	0	0	0
g412	0	0	0	0	0	0	0	0	0	0	0	0	0
g413	60	0	0.08	0.08	0	0	0	0	0	0.07	0	0	0
g414	50	0	0	0	0.11	0	0	0.06	0.05	0	0.08	0	0.08
g415	0	0	0	0	0	0	0	0	0	0	0	0	0
g416	27	0	0	0.23	0	0	0	0	0.12	0	0	0	0.23
g417	15	0	0	0	0	0	0.42	0	0	0	0	0	0
g418	0	0	0	0	0	0	0	0	0	0	0	0	0
g419	38	10.44	10.66	13.6	11.51	13.18	10.95	12.03	12.97	13.8	13.16	13.16	11.75
g420	0	0	0	0	0	0	0	0	0	0	0	0	0
g421	24	3.36	7.43	0	14.83	0.52	8.4	1.6	1.79	0	20.92	0.1	18.67
g422	19	10.19	14.22	6.75	16.09	8.64	12.87	3.88	8.51	1.14	18	7.9	23.16
g423	0	0	0	0	0	0	0	0	0	0	0	0	0
g424	0	0	0	0	0	0	0	0	0	0	0	0	0
g425	41	0	0	0.15	0.19	0	0.48	0.09	0	0	0	0.22	0
g426	10	0	0	0	0	0	0	0	0	0	0	0	0
g427	0	0	0	0	0	0	0	0	0	0	0	0	0
g428	109	0.12	0	0	0	0.03	0.07	0.03	0.03	0	0.05	0.09	0.08
g429	0	0	0	0	0	0	0	0	0	0	0	0	0
g430	5	0	0	0	0	0	0	0.87	0	0	0	0	1.25
g431	0	0	0	0	0	0	0	0	0	0	0	0	0
g432	0	0	0	0	0	0	0	0	0	0	0	0	0
g433	32	0	0	0	0	0	0	0	0	0	0	0	0
g434	0	0	0	0	0	0	0	0	0	0	0	0	0
g435	0	0	0	0	0	0	0	0	0	0	0	0	0
g436	0	0	0	0	0	0	0	0	0	0	0	0	0
g437	0	0	0	0	0	0	0	0	0	0	0	0	0
g438	0	0	0	0	0	0	0	0	0	0	0	0	0
g439	1	0	0	0	0	0	0	0	0	0	0	0	0
g440	0	0	0	0	0	0	0	0	0	0	0	0	0
g441	0	0	0	0	0	0	0	0	0	0	0	0	0
g442	0	0	0	0	0	0	0	0	0	0	0	0	0
g443	0	0	0	0	0	0	0	0	0	0	0	0	0
g444	0	0	0	0	0	0	0	0	0	0	0	0	0
g445	3	0	0	0	0	0	0	0	0	0	0	0	0
g446	56	0	0	0	0	0	0	0	0.05	0	0.2	0	0
g447	90	0	0.2	0.12	0	0	0.06	0	0	0	0	0	0
g448	0	0	0	0	0	0	0	0	0	0	0	0	0
g449	9	0	0.53	0	0	0	0	0	0	0	0	0	0
g450	52	64.03	51.06	48.07	41.9	42.58	65.04	98.46	91.72	70.75	79.24	79.02	94.39
g451	0	0	0	0	0	0	0	0	0	0	0	0	0
g453	0	0	0	0	0	0	0	0	0	0	0	0	0
g454	0	0	0	0	0	0	0	0	0	0	0	0	0
g455	0	0	0	0	0	0	0	0	0	0	0	0	0
g456	0	0	0	0	0	0	0	0	0	0	0	0	0
g457	0	0	0	0	0	0	0	0	0	0	0	0	0
g458	0	0	0	0	0	0	0	0	0	0	0	0	0
g459	3	86.11	84.24	91.53	88.89	78.18	94.75	100	97.22	95.54	100	100	95.24
g460	0	0	0	0	0	0	0	0	0	0	0	0	0
g461	0	0	0	0	0	0	0	0	0	0	0	0	0
g462	0	0	0	0	0	0	0	0	0	0	0	0	0
g463	0	0	0	0	0	0	0	0	0	0	0	0	0
g464	0	0	0	0	0	0	0	0	0	0	0	0	0
g465	0	0	0	0	0	0	0	0	0	0	0	0	0
g466	35	16.89	23.71	27.61	24.36	26	20.36	31.75	35.48	51.73	27.88	71.71	35.13
g467	0	0	0	0	0	0	0	0	0	0	0	0	0
g468	27	0.25	0	0	0	0	0	0	0	0	0	0	0
g469	9	26.99	38.19	32.28	29.27	40.17	42.43	55	88.41	80.31	88.89	87.78	57.17
g470	0	0	0	0	0	0	0	0	0	0	0	0	0
g471	0	0	0	0	0	0	0	0	0	0	0	0	0
g472	3	0	16.7	10.94	40.17	10.52	12.14	0	97.38	92.3	100	30.66	57.84
g473	79	19.81	37.93	30.42	40.41	18.14	34.02	16.35	86.67	73.54	73.37	33.48	59.97
g474	0	0	0	0	0	0	0	0	0	0	0	0	0
g475	0	0	0	0	0	0	0	0	0	0	0	0	0
g476	0	0	0	0	0	0	0	0	0	0	0	0	0
g477	0	0	0	0	0	0	0	0	0	0	0	0	0
g478	0	0	0	0	0	0	0	0	0	0	0	0	0
g479	0	0	0	0	0	0	0	0	0	0	0	0	0
g480	51	0	0	0	0	0	0	0.12	0	0	0	0	0
g481	0	0	0	0	0	0	0	0	0	0	0	0	0
g482	0	0	0	0	0	0	0	0	0	0	0	0	0
g483	53	0.1	0	0.09	0	0.11	0	0	0	0	0	0	0.08
g484	0	0	0	0	0	0	0	0	0	0	0	0	0
g485	0	0	0	0	0	0	0	0	0	0	0	0	0
g486	8	0	0	0	0	0	0	0	0	0	0	0	0
g487	0	0	0	0	0	0	0	0	0	0	0	0	0
g488	2	0	0	0	0	0	0	0	0	0	0	0	0
g489	17	40.81	43.2	40.99	40.58	41.02	41.82	46.76	47.06	46.83	46.75	45.26	47.06
g490	0	0	0	0	0	0	0	0	0	0	0	0	0
g491	41	0.15	0	0	0	0.24	0	0.22	0.27	0	0.12	0	0.2
g492	0	0	0	0	0	0	0	0	0	0	0	0	0
g493	68	0.69	0	0.37	0.38	0.53	0.85	0	0.07	0	0	0	0
g494	0	0	0	0	0	0	0	0	0	0	0	0	0
g495	5	0	0	0	0	0	0	0	0	0	0	0	0
g496	0	0	0	0	0	0	0	0	0	0	0	0	0
g497	0	0	0	0	0	0	0	0	0	0	0	0	0
g498	0	0	0	0	0	0	0	0	0	0	0	0	0
g499	0	0	0	0	0	0	0	0	0	0	0	0	0
g500	0	0	0	0	0	0	0	0	0	0	0	0	0
g501	0	0	0	0	0	0	0	0	0	0	0	0	0
g502	107	0.55	1.42	0.93	1.17	0.55	0.37	0.09	0.64	0.21	0	0	1.68
g503	0	0	0	0	0	0	0	0	0	0	0	0	0
g504	0	0	0	0	0	0	0	0	0	0	0	0	0
g505	14	0.06	0.26	0.32	0.33	0.43	0.42	0	0.36	0.36	0	0	0.45
g507	23	0.72	0.75	0	0	0.14	0	0	0.17	0	0	0	0
g508	0	0	0	0	0	0	0	0	0	0	0	0	0
g509	0	0	0	0	0	0	0	0	0	0	0	0	0
g510	0	0	0	0	0	0	0	0	0	0	0	0	0
g511	0	0	0	0	0	0	0	0	0	0	0	0	0
g512	19	0	0	0	0	0	0	0	0	0	0	0	0
g513	31	0	0.15	0	0	0	0	0	0	0.12	0	0	0
g514	0	0	0	0	0	0	0	0	0	0	0	0	0
g515	0	0	0	0	0	0	0	0	0	0	0	0	0
g516	0	0	0	0	0	0	0	0	0	0	0	0	0
g517	0	0	0	0	0	0	0	0	0	0	0	0	0
g518	0	0	0	0	0	0	0	0	0	0	0	0	0
g519	0	0	0	0	0	0	0	0	0	0	0	0	0
g520	0	0	0	0	0	0	0	0	0	0	0	0	0
g521	0	0	0	0	0	0	0	0	0	0	0	0	0
g522	60	4.09	12.44	8.38	3.61	8.17	11.91	10.92	23.86	18.89	1.9	7.94	34.03
g523	0	0	0	0	0	0	0	0	0	0	0	0	0
g524	105	0	0.06	0.07	0.13	0.32	0.15	0.05	0	0.07	0.06	0	0.07
g525	1	0	0	0	0	0	0	0	0	0	0	0	5
g526	6	0	0	0	0	0	0	0	0	0	0	0	0
g527	13	0	0	0	0	0	0	0	0	0	0	0	0
g528	17	0	0	0	0	0.59	0	0.17	0	0	0	0	0
g529	57	0	0	0.1	0	0.26	0.13	0	0	0	0	0	0
g530	1	0	0	0	0	0	0	0	0	0	0	0	0
g531	60	0.11	0.1	0	0	0	0	0	0.12	0	0	0	0
g532	57	0	0.11	0	0	0	0	0	0	0.06	0	0	0
g533	81	0	0	0	0.12	0	0	0	0	0	0	0.2	0
g534	2	0	0	0	0	0	0	0	0	0	0	0	0
g535	18	0.38	0.85	0	0	0.21	0.22	0.28	0	0	0	0	0
g536	17	0	0	0	0	0.24	0.49	0	0	0.39	0	0	0
g537	0	0	0	0	0	0	0	0	0	0	0	0	0
g538	0	0	0	0	0	0	0	0	0	0	0	0	0
g539	17	0.66	0.17	0.51	2.19	0	0	0	0	0	0	0	0
g540	16	0.18	0	0	0	0	0	0	0	0	0	0	0
g541	0	0	0	0	0	0	0	0	0	0	0	0	0
g542	0	0	0	0	0	0	0	0	0	0	0	0	0
g543	0	0	0	0	0	0	0	0	0	0	0	0	0
g544	0	0	0	0	0	0	0	0	0	0	0	0	0
g545	0	0	0	0	0	0	0	0	0	0	0	0	0
g546	0	0	0	0	0	0	0	0	0	0	0	0	0
g547	0	0	0	0	0	0	0	0	0	0	0	0	0
g548	73	0	0	0	0.09	0	0	0	0.08	0.05	0.17	0	0
g549	0	0	0	0	0	0	0	0	0	0	0	0	0
g550	0	0	0	0	0	0	0	0	0	0	0	0	0
g551	0	0	0	0	0	0	0	0	0	0	0	0	0
g552	11	11.58	14.2	15.15	9.81	15.37	15.38	17.58	16.75	18.18	17.75	18.18	16.97
g553	0	0	0	0	0	0	0	0	0	0	0	0	0
g554	0	0	0	0	0	0	0	0	0	0	0	0	0
g555	0	0	0	0	0	0	0	0	0	0	0	0	0
g556	38	1.46	0.57	1.12	0	0.29	2.34	0.22	0.17	0.32	0	0.18	0.56
g557	71	0.39	0	0	0.38	0	0.79	0.15	0	0	0.13	0.09	0
g558	12	0	0	0	0.69	0.49	0	0	0	0.24	0	0	0
g559	2	0	0	0	0	0	0	0	0	0	0	0	0
g560	29	0	0	0.27	0	0	0	0	0	0	0.41	0	0
g561	0	0	0	0	0	0	0	0	0	0	0	0	0
g562	0	0	0	0	0	0	0	0	0	0	0	0	0
g563	0	0	0	0	0	0	0	0	0	0	0	0	0
g564	0	0	0	0	0	0	0	0	0	0	0	0	0
g565	0	0	0	0	0	0	0	0	0	0	0	0	0
g566	22	6.9	10.98	11.62	14.76	25.35	8.18	16.35	16	24.75	13.71	42.29	4.05
g567	105	0	0.32	0.16	0	0.12	0.16	0	0.04	0.08	0.1	0	0
g568	0	0	0	0	0	0	0	0	0	0	0	0	0
g569	35	0	0	0	0	0	0	0	0	0	0	0	0
g570	8	0	0	0	0	0	0	0	0	0	0	0	0
g571	10	4.54	4.51	6.64	5.67	7.39	5.99	4.67	1.83	5.92	0.62	10.4	2.03
g572	0	0	0	0	0	0	0	0	0	0	0	0	0
g573	10	0.32	0.62	0	0	0	5	0	0	0	0	0	3.25
g574	0	0	0	0	0	0	0	0	0	0	0	0	0
g575	5	0	0	0	0	0	0	0	0	0.95	0	0	2
g576	20	0	0.42	1.59	0	0.86	1	4.23	4.67	4.91	4.08	2.33	4.54
g577	1	80	27.27	30.43	40	0	0	100	57.14	50	57.14	5.88	6.67
g578	2	0	0	0	0	0	0	0	0	0	0	0	0
g579	0	0	0	0	0	0	0	0	0	0	0	0	0
g580	0	0	0	0	0	0	0	0	0	0	0	0	0
g581	0	0	0	0	0	0	0	0	0	0	0	0	0
g582	7	0	0	0	0	0	0.89	0	0	0	0	0	0
g583	92	0	0.08	0.07	0	0	0.68	0	0.1	0	0	0.06	0.07
g584	50	0.17	0.13	0.31	0	0.58	0	0	0	0.1	0	0.36	0
g585	3	2.56	1.96	3.33	3.71	0	0	0	0	0	0	0	0
g586	53	0.17	0	0.17	0.19	0	0	0	0	0	0.17	0	0.1
g587	6	0.93	0	0	0	0	11.67	0	0	0.54	0	0	16.31
g588	0	0	0	0	0	0	0	0	0	0	0	0	0
g589	0	0	0	0	0	0	0	0	0	0	0	0	0
g590	0	0	0	0	0	0	0	0	0	0	0	0	0
g591	0	0	0	0	0	0	0	0	0	0	0	0	0
g592	0	0	0	0	0	0	0	0	0	0	0	0	0
g593	0	0	0	0	0	0	0	0	0	0	0	0	0
g594	0	0	0	0	0	0	0	0	0	0	0	0	0
g595	340	0.19	0.13	0.1	0.06	0.05	10.23	0.08	0.12	0.04	0.03	0.04	14.18
g596	0	0	0	0	0	0	0	0	0	0	0	0	0
g597	0	0	0	0	0	0	0	0	0	0	0	0	0
g598	64	23.76	24.52	29.17	31.88	40.5	34.56	33.8	41.26	27.88	32.68	28.19	11.61
g599	0	0	0	0	0	0	0	0	0	0	0	0	0
g600	0	0	0	0	0	0	0	0	0	0	0	0	0
g601	0	0	0	0	0	0	0	0	0	0	0	0	0
g602	23	0.55	0	0.24	0	0.21	0	0.18	0	0.21	0	0	0
g603	6	0	0	0	0	0	0	0	0	0	0	0	0
g604	0	0	0	0	0	0	0	0	0	0	0	0	0
g605	0	0	0	0	0	0	0	0	0	0	0	0	0
g606	0	0	0	0	0	0	0	0	0	0	0	0	0
g607	0	0	0	0	0	0	0	0	0	0	0	0	0
g608	0	0	0	0	0	0	0	0	0	0	0	0	0
g609	0	0	0	0	0	0	0	0	0	0	0	0	0
g610	13	37.11	36.18	50.6	48.05	80.75	85.27	43.26	42.59	52.62	60.07	99.44	79.33
g611	52	32.71	30.85	37.56	50.12	70.17	60.55	56.76	47.5	55.98	71.1	98.36	79.96
g612	8	41.57	42.37	29.93	66.26	69.35	51.55	58.85	57.4	69.23	82.52	99.08	85.55
g613	0	0	0	0	0	0	0	0	0	0	0	0	0
g614	103	0	0	0.05	0	0.08	0.09	0	0.12	0.04	0.03	0.07	0.03
g615	60	0	0	0	0.15	0	0	0.08	0.07	0.1	0.09	0	0
g616	0	0	0	0	0	0	0	0	0	0	0	0	0
g617	0	0	0	0	0	0	0	0	0	0	0	0	0
g618	197	0.14	0.05	0.02	0.09	0.09	0.04	0.06	0.11	0.1	0	0.08	0.07
g619	11	0	0	0	0	0	0	0	0	0	0	0	0
g620	2	4.54	34.61	27.88	42.73	25.84	66.66	76.19	92.3	80.44	96.66	90.84	96.66
g621	17	0	0	0	0	0	0	0	0	0	0.33	0	0
g622	53	0.43	0	0.99	3.85	0.07	0.31	0	0	0.06	0	0	0
g623	73	0	0	0	0.04	0.1	0.14	0.04	0.11	0.04	0	0.06	0
g624	0	0	0	0	0	0	0	0	0	0	0	0	0
g625	4	0	0	0	0	0	0	0	0	0	0	0	0
g626	58	0.65	0.13	0.12	0	0	0	0	0	0	0	0.17	0.09
g627	93	0.16	0	0.12	0.09	0.2	0.06	0.07	0	0	0	0	0
g628	112	0.43	0.31	0.09	0.19	0	0.05	0.03	0.11	0.18	0.03	0	0.03
g629	1	0	0	0	0	0	0	0	0	0	0	0	0
g630	0	0	0	0	0	0	0	0	0	0	0	0	0
g631	0	0	0	0	0	0	0	0	0	0	0	0	0
g632	31	0	0	0.1	0	0.1	0	0.26	0	0	0.09	0.24	0
g634	0	0	0	0	0	0	0	0	0	0	0	0	0
g635	0	0	0	0	0	0	0	0	0	0	0	0	0
g636	22	7.28	7.73	8.46	6.17	7.53	6.94	8.9	5.15	9.09	6.91	7.85	9.47
g637	33	0	0	0	0	0	0	0	0	0	0	0	0
g638	27	0.22	0	0	0	0	0	0.19	0	0	0	0	0
g639	0	0	0	0	0	0	0	0	0	0	0	0	0
g640	13	0	0	0.45	0	0	0	0	0	0	0	0	0
g641	87	0	0.1	0.24	0	0	0	0.1	0	0.15	0	0	0.06
g642	15	0	0	0.44	0	0	0	0	0	0	0.48	0	0
g643	0	0	0	0	0	0	0	0	0	0	0	0	0
g644	8	0	0	0.89	1.14	0	0	0	0	0	0	0	0
g645	0	0	0	0	0	0	0	0	0	0	0	0	0
g646	0	0	0	0	0	0	0	0	0	0	0	0	0
g647	0	0	0	0	0	0	0	0	0	0	0	0	0
g648	1	91.67	92.86	93.75	100	93.33	100	100	96.15	100	100	100	100
g649	5	0	0	0	0	0	1.67	0	0	0	0	0	0.74
g650	0	0	0	0	0	0	0	0	0	0	0	0	0
g651	8	0	0	0	0	0	0	0	0	0	0	0	0
g652	1	100	86.67	77.27	69.23	80	90	100	100	100	100	100	100
g653	5	0	0	0	0	0	0	0	0	0	0	0	0
g654	0	0	0	0	0	0	0	0	0	0	0	0	0
g655	0	0	0	0	0	0	0	0	0	0	0	0	0
g656	0	0	0	0	0	0	0	0	0	0	0	0	0
g657	32	1.42	1.7	2.2	4.51	0.38	1.48	0	0	1.44	6.24	0	1.61
g658	6	50.25	56.24	50.87	56.97	51.46	54.69	59.5	65.08	66.07	63.66	65.28	65.97
g659	10	0	0	0	0	0	0	0	0.48	0	0.29	0.77	0.71
g660	12	78.97	80.82	78.81	75.11	78.94	78.98	93.05	95.83	94.91	96.38	98.89	96.15
g661	1	81.82	80	93.75	100	87.5	80	100	100	92.86	100	94.44	100
g662	12	77.46	70.85	79.15	75.68	81.18	65.43	90.67	91.25	90.56	91.43	91.67	91.67
g663	3	0	0	0	0	0	0	0	0	0	0	0	0
g664	51	0.48	0	0	0	0.2	0.15	0	0	0	0	0	0
g665	27	0.5	0.34	1.31	0	0.3	0.95	0	0.15	0.12	0.84	0.28	0
g666	147	0.76	0.62	0.87	0.17	1.63	0.65	0.21	0.16	0.05	0.07	0	0.02
g667	7	8.24	1.02	1.68	1.19	0	1.43	0	0	0	0	0	0
g668	16	0	0.57	0	0.35	0	0	0.33	0.18	0	0	0.39	0
g669	0	0	0	0	0	0	0	0	0	0	0	0	0
g670	0	0	0	0	0	0	0	0	0	0	0	0	0
g671	0	0	0	0	0	0	0	0	0	0	0	0	0
g672	1	0	0	0	0	0	0	0	0	0	0	0	0
g673	0	0	0	0	0	0	0	0	0	0	0	0	0
g674	3	0	0	0	0	0	0	0	0	0	0	0	0
g675	0	0	0	0	0	0	0	0	0	0	0	0	0
g676	2	77.29	67.28	72.98	76.82	70.23	90.91	93.48	84.21	93.75	100	89.52	97.37
g677	12	0	0	0	0	0	0	0	0	0	0.27	0	0
g678	82	0.03	0.03	0.04	0.04	0.07	0.05	0.05	0.14	0.08	0.04	0.07	0.06
g679	0	0	0	0	0	0	0	0	0	0	0	0	0
g680	0	0	0	0	0	0	0	0	0	0	0	0	0
g681	9	0	0	0	0	0	0	0	0	0	0	0	0
g682	72	0	0	0.07	0.09	0.14	0	0	0	0	0.09	0	0.1
g683	0	0	0	0	0	0	0	0	0	0	0	0	0
g684	0	0	0	0	0	0	0	0	0	0	0	0	0
g685	0	0	0	0	0	0	0	0	0	0	0	0	0
g686	21	0.22	0.63	0	0.25	0.24	0.48	0.23	0	0	0	0	0
g687	7	37.04	36.4	42.02	38.21	30.16	39.18	42.86	41.76	40.14	42.86	42.86	41.19
g688	0	0	0	0	0	0	0	0	0	0	0	0	0
g689	1	0	0	0	0	0	0	0	0	0	0	0	0
g690	3	0	0	0	0	0	0	0	0	0	0	1.39	0
g691	0	0	0	0	0	0	0	0	0	0	0	0	0
g692	0	0	0	0	0	0	0	0	0	0	0	0	0
g693	0	0	0	0	0	0	0	0	0	0	0	0	0
g694	30	0.15	0	0	0.42	0	0	0.26	0	0	0	0	0
g695	15	9.46	7.03	8.35	8.06	9.43	9.35	13.33	6.32	13.13	13.77	13.33	11.82
g696	0	0	0	0	0	0	0	0	0	0	0	0	0
g697	0	0	0	0	0	0	0	0	0	0	0	0	0
g698	0	0	0	0	0	0	0	0	0	0	0	0	0
g699	16	0	0	0	0	0	0	0	0	0	0	0	0
g700	0	0	0	0	0	0	0	0	0	0	0	0	0
g701	19	0	0	0	0	0	0	0	0	0	0	0	0
g702	31	0.18	0.26	0.65	0	0	0.29	0.12	0	0.67	0	0	0
g703	0	0	0	0	0	0	0	0	0	0	0	0	0
g704	0	0	0	0	0	0	0	0	0	0	0	0	0
g705	115	0.13	0.06	0.09	0	0.06	0.26	0	0.07	0.04	0	0	0
g706	0	0	0	0	0	0	0	0	0	0	0	0	0
g707	25	0.16	0.35	0	0	0.1	0	0	0	0	0	0	0
g708	4	0	0	2.78	0	0	0	0	0	1.31	0	0	1.09
g709	0	0	0	0	0	0	0	0	0	0	0	0	0
g710	12	0	0	0	0.64	0	0	0	0	0	0	0	0.36
g711	52	0	0	0.08	0	0	0	0	0.23	0.07	0	0	0.08
g712	0	0	0	0	0	0	0	0	0	0	0	0	0
g713	0	0	0	0	0	0	0	0	0	0	0	0	0
g714	0	0	0	0	0	0	0	0	0	0	0	0	0
g715	0	0	0	0	0	0	0	0	0	0	0	0	0
g716	0	0	0	0	0	0	0	0	0	0	0	0	0
g717	0	0	0	0	0	0	0	0	0	0	0	0	0
g718	12	0	0	0	0	0	0	0	0	0	0	0	1.36
g719	17	0	0	0	0	0	0	0	0	0.25	0	0	0
g720	0	0	0	0	0	0	0	0	0	0	0	0	0
g721	0	0	0	0	0	0	0	0	0	0	0	0	0
g722	0	0	0	0	0	0	0	0	0	0	0	0	0
g723	26	0	0.5	0	0	0	0	0	0.17	0.62	0	0	0
g724	37	0	0	0	0	0	0	0	0	0.1	0.14	0	0
g725	5	0	0	0	0	0	0	0	0	0	0	0	0
g726	6	0	0	0	0	0	0	0	0	0	0	0	0
g727	18	0	0	0	0	0.24	0	0	0	0	0	0	0
g728	166	1.04	1.96	1.95	1.16	0.99	0.87	0	0.25	0	0.03	0	0.18
g729	0	0	0	0	0	0	0	0	0	0	0	0	0
g730	0	0	0	0	0	0	0	0	0	0	0	0	0
g731	38	2.92	9.71	10.59	3.83	4.66	12.6	30.31	43.75	27.44	19.41	13.58	28.11
g732	30	5.3	13.61	9.83	7.16	6.27	9.14	30.04	67.08	36.28	26.9	17.23	26.23
g733	20	6.04	7.77	15.57	7.27	2.67	15.48	38.73	54.28	35.49	19.86	15.42	31.48
g734	64	27.19	28.24	23.63	44.13	31.49	28.95	64.83	94.49	49.4	75.51	47.25	80.24
g735	38	0	0	4.85	0	3.83	0	0	0	0	0	0	0.24
g736	58	24.78	29.7	24.79	26.81	15.55	27.06	40.3	40.87	39.26	41.46	39.3	40.04
g737	8	0	0	0	0	0	0	0	0	0	0	0	0
g738	68	0.14	0	0	0	0.36	0.26	0.05	0	0	0.07	0	0
g739	8	63.07	67.7	54.06	42.17	56.65	64.39	85.92	83.37	81.53	80.89	85.94	87.5
g740	4	0	0	0	0	0	0	0	0	0	0	0	0
g741	39	0	0	0	0	0	0.16	0	0.09	0	0.09	0	0
g742	1	0	0	0	0	0	0	0	0	0	0	0	0
g743	0	0	0	0	0	0	0	0	0	0	0	0	0
g744	40	0.13	0	0.19	0	0	0	0.08	0	0	0.1	0	0
g745	8	0	0	0	0	0	0	0	0	0	0	0	0
g746	62	0	0	0.08	0	0	0	0.08	0	0	0	0.09	0
g747	3	94.75	92.96	93.73	81.39	81.67	87.27	96.75	98.48	100	100	100	100
g748	0	0	0	0	0	0	0	0	0	0	0	0	0
g749	0	0	0	0	0	0	0	0	0	0	0	0	0
g751	0	0	0	0	0	0	0	0	0	0	0	0	0
g752	0	0	0	0	0	0	0	0	0	0	0	0	0
g753	0	0	0	0	0	0	0	0	0	0	0	0	0
g754	17	0	0.53	0.35	0	0	0	0	0	0	0	0	0
g755	1	0	0	0	0	0	0	0	0	0	0	0	0
g756	13	0	0	0	0	0	0	0	0	0	0	0	0
g757	21	1.85	1.51	0	4.13	1.41	0	3.44	0	1.65	1.15	1.61	1.87
g758	111	0.19	0	0.25	0.22	0.04	0.05	0	0	0.04	0	0.05	0
g759	0	0	0	0	0	0	0	0	0	0	0	0	0
g760	0	0	0	0	0	0	0	0	0	0	0	0	0
g761	0	0	0	0	0	0	0	0	0	0	0	0	0
g762	61	0.12	0	0	0.14	0.18	0	0	0.09	0	0.16	0	0.22
g763	56	0	0.14	0	0	0	0	0.06	0	0	0	0	0
g764	23	0	0	0	0	0	0	0	0	0	0	0	0
g765	4	0	0	0	0	0	0	0	0	0	0	0	0
g766	222	0.04	0.12	0.09	0.14	0.08	0.21	0.05	0.01	0.01	0.02	0.04	0.15
g767	0	0	0	0	0	0	0	0	0	0	0	0	0
g768	1	19.23	40	8.11	34.78	51.72	21.05	10	4.76	9.09	17.39	10	10
g769	67	0	0.05	0	0.11	0.03	0	0.12	0	0	0.12	0.24	0
g770	0	0	0	0	0	0	0	0	0	0	0	0	0
g771	0	0	0	0	0	0	0	0	0	0	0	0	0
g772	0	0	0	0	0	0	0	0	0	0	0	0	0
g773	0	0	0	0	0	0	0	0	0	0	0	0	0
g774	0	0	0	0	0	0	0	0	0	0	0	0	0
g775	7	61.43	61.75	65.9	57.14	58.02	59.78	71.43	70.68	70.24	71.43	71.43	71.43
g776	29	55.88	68.1	44.15	41.76	35.48	71.36	67.01	99.51	89.93	61.31	55.67	99
g777	0	0	0	0	0	0	0	0	0	0	0	0	0
g778	29	0	0	0	0	0.46	0	0	0	0.46	0.63	0	0
g779	0	0	0	0	0	0	0	0	0	0	0	0	0
g780	36	0	0.15	0.17	0	0	0	0.11	0	0.09	0	0	0
g781	0	0	0	0	0	0	0	0	0	0	0	0	0
g782	57	1.18	0.19	0.16	1.68	0.09	0.93	0.08	0	0	0.09	0	0.18
g783	1	0	0	0	0	0	28.57	0	0	0	0	0	0
g784	0	0	0	0	0	0	0	0	0	0	0	0	0
g785	0	0	0	0	0	0	0	0	0	0	0	0	0
g786	0	0	0	0	0	0	0	0	0	0	0	0	0
g787	0	0	0	0	0	0	0	0	0	0	0	0	0
g788	0	0	0	0	0	0	0	0	0	0	0	0	0
g789	0	0	0	0	0	0	0	0	0	0	0	0	0
g790	0	0	0	0	0	0	0	0	0	0	0	0	0
g791	0	0	0	0	0	0	0	0	0	0	0	0	0
g792	14	0	0	0	0	0	0	0	0	0	0	0	0
g793	1	63.64	83.33	70	82.35	76.47	18.18	100	100	100	100	100	9.09
g794	0	0	0	0	0	0	0	0	0	0	0	0	0
g795	1	0	0	0	0	0	0	0	0	0	0	0	0
g796	1	0	0	0	0	0	0	0	0	0	0	0	0
g797	0	0	0	0	0	0	0	0	0	0	0	0	0
g798	30	0.17	0	0.35	0	0.21	0	0.12	0	0	0	0	0.18
g799	44	2.23	2.39	3.1	2.37	2.16	2.42	2.27	2.27	2.27	2.27	2.35	2.25
g800	30	0	0	0.33	0	0.4	0	0	0	0	0	0	0
g801	35	0	0	0	0	0	0	0	0	0	0	0	0
g802	8	0.96	2.27	3.78	1.25	0.62	3.75	0	0	0	0	0	0
g803	23	0	0.29	0.2	0	0	0.71	0	0	0.17	0.15	0	0
g804	45	0.47	0.49	1	0	0.58	0.99	0.08	0	0	0	0.42	0
g805	2	0	0	0	0	0	0	0	0	0	0	0	0
g806	20	0	0	0	0	0	0.36	0	0	0	0	0	0
g807	20	0	0	0.28	0	0	0	0	0	0	0	0	0
g808	0	0	0	0	0	0	0	0	0	0	0	0	0
g809	0	0	0	0	0	0	0	0	0	0	0	0	0
g810	0	0	0	0	0	0	0	0	0	0	0	0	0
g811	0	0	0	0	0	0	0	0	0	0	0	0	0
g812	1	0	0	0	0	0	0	0	0	0	0	0	0
g813	3	0	0	1.96	33.33	0	12.12	0	0	0	53.26	0	0
g814	65	0	0	0	0	0	0.12	0	0.16	0.1	0.06	0.08	0.07
g815	21	1.6	2.01	3.52	3.3	3.6	3.33	2.77	3.28	3.57	7.14	4.13	3.33
g816	32	0	0	0	0	0.12	0	0.22	0	0	0	0	0.21
g817	28	0	0.29	0.14	0.68	0	1.54	0	0	0	0	0	0
