gene	meth_pos	meth_density	mean_meth
g1272	20	1000	0.65
g1273	133	6650	0.11
g1274	3	150	28.33
g1275	1	50	10
g1276	0	0	0
g1277	0	0	0
g1278	0	0	0
g1279	12	600	0.08
g1280	49	2450	18.12
g1281	2	100	0
g1282	0	0	0
g1283	0	0	0
g1284	27	1350	0.07
g1285	23	1150	0.04
g1286	17	850	0.06
g1287	15	750	0.07
g1288	55	2750	0.11
g1289	0	0	0
g1290	0	0	0
g1291	0	0	0
g1292	0	0	0
g1293	0	0	0
g1294	1	50	198
g1295	92	4600	5.4
g1296	108	5400	0.52
g1297	82	4100	3.73
g1299	5	250	91.4
g1300	28	1400	54.57
g1301	142	7100	0.13
g1302	35	1750	0.17
g1303	65	3250	0.11
g1304	0	0	0
g1305	3	150	0.67
g1306	30	1500	0.07
g1307	5	250	0
g1308	0	0	0
g1309	39	1950	0.13
g1310	25	1250	0.04
g1311	59	2950	0.19
g1312	0	0	0
g1313	17	850	0
g1314	314	15700	51.04
g1315	247	12350	0.24
g1316	0	0	0
g1317	159	7950	0.23
g1318	11	550	0
g1319	16	800	3.25
g1320	0	0	0
g1321	7	350	24.43
g1322	28	1400	111.32
g1323	8	400	123.25
g1324	0	0	0
g1325	0	0	0
g1326	0	0	0
g1327	0	0	0
g1328	0	0	0
g1329	0	0	0
g1330	278	13900	0.46
g1331	28	1400	4.79
g1332	56	2800	0.27
g1333	12	600	0.08
g1334	0	0	0
g1335	11	550	0.09
g1336	3	150	0
g1337	100	5000	0.23
g1338	3	150	0
g1339	0	0	0
g1340	1	50	151
g1341	0	0	0
g1342	0	0	0
g1343	0	0	0
g1344	13	650	0.08
g1345	0	0	0
g1346	0	0	0
g1347	0	0	0
g1348	0	0	0
g1349	0	0	0
g1350	0	0	0
g1351	0	0	0
g1352	70	3500	3.39
g1353	147	7350	117.86
g1354	83	4150	0
g1355	0	0	0
g1356	68	3400	0.13
g1357	29	1450	5.76
g1358	0	0	0
g1359	0	0	0
g1360	0	0	0
g1361	0	0	0
g1362	0	0	0
g1363	0	0	0
g1364	44	2200	0.23
g1365	20	1000	0.4
g1366	38	1900	2
g1367	90	4500	0.16
g1368	130	6500	0.09
g1369	0	0	0
g1370	0	0	0
g1371	3	150	0
g1372	0	0	0
g1373	0	0	0
g1374	0	0	0
g1375	0	0	0
g1376	0	0	0
g1377	0	0	0
g1378	0	0	0
tRNA-Leu53_gene	0	0	0
g1379	0	0	0
g1380	0	0	0
g1381	74	3700	0.08
g1382	51	2550	47.67
g1383	0	0	0
g1384	1	50	136
g1385	0	0	0
g1386	0	0	0
g1387	0	0	0
g1388	0	0	0
g1389	0	0	0
g1390	0	0	0
g1391	6	300	0
g1392	39	1950	0.03
g1393	9	450	34.78
g1394	62	3100	0.35
g1395	0	0	0
g1396	0	0	0
g1397	0	0	0
g1398	0	0	0
g1399	0	0	0
g1400	2	100	167.5
g1401	0	0	0
g1402	0	0	0
g1403	73	3650	0.12
g1404	0	0	0
g1405	18	900	133.83
g1406	5	250	0
g1407	116	5800	0.09
g1408	20	1000	33.45
g1409	7	350	184.14
g1410	0	0	0
g1411	4	200	134.75
g1412	0	0	0
g1413	0	0	0
g1414	0	0	0
g1415	63	3150	136.33
g1416	14	700	2.5
g1417	0	0	0
g1418	0	0	0
g1419	1	50	148
g1420	0	0	0
g1421	8	400	0
g1422	87	4350	0.26
g1423	2	100	0
g1424	3	150	173.33
g1425	71	3550	173.56
g1426	25	1250	18.16
g1427	0	0	0
g1428	0	0	0
g1429	0	0	0
g1430	19	950	0.05
g1431	0	0	0
g1432	0	0	0
g1433	0	0	0
g1434	12	600	43.58
g1435	4	200	0
g1436	7	350	0.29
g1437	0	0	0
g1438	0	0	0
g1439	2	100	0
g1440	4	200	88.5
g1441	12	600	74.92
g1442	7	350	216.43
g1443	0	0	0
g1444	0	0	0
g1445	0	0	0
g1446	0	0	0
g1447	0	0	0
g1448	5	250	0
g1449	6	300	0
g1450	12	600	0
g1451	0	0	0
g1452	0	0	0
g1453	0	0	0
g1454	76	3800	0.11
g1455	0	0	0
g1456	0	0	0
g1457	90	4500	0.1
g1458	0	0	0
g1459	0	0	0
g1460	0	0	0
g1461	0	0	0
g1462	0	0	0
g1463	22	1100	0
g1464	0	0	0
g1465	0	0	0
g1466	0	0	0
g1467	3	150	173
g1468	25	1250	277.68
g1469	4	200	141.25
g1470	0	0	0
g1471	0	0	0
g1472	14	700	0
g1473	12	600	280.67
g1474	4	200	300.75
g1475	7	350	0
g1476	42	2100	0.14
g1477	0	0	0
g1478	19	950	0.42
g1479	1	50	163
g1480	153	7650	0.14
g1481	3	150	138.67
g1482	18	900	0.22
g1483	67	3350	0.28
g1484	25	1250	0
g1485	49	2450	4.8
g1486	0	0	0
g1487	0	0	0
g1488	0	0	0
g1489	2	100	114
g1490	44	2200	0.02
g1491	36	1800	0
g1492	56	2800	5.88
g1493	0	0	0
g1494	0	0	0
g1495	0	0	0
g1496	0	0	0
g1497	0	0	0
g1498	0	0	0
g1499	0	0	0
g1500	0	0	0
g1501	24	1200	0.5
g1502	0	0	0
g1503	5	250	34.4
g1504	10	500	0
g1505	0	0	0
g1506	33	1650	0.21
g1507	6	300	0.33
g1508	4	200	0
g1509	0	0	0
g1510	0	0	0
g1511	4	200	0
g1512	5	250	4.8
g1513	4	200	0
g1514	0	0	0
g1515	0	0	0
g1516	0	0	0
g1517	28	1400	5.36
g1518	133	6650	0.23
g1519	151	7550	0.14
g1520	43	2150	1.53
g1521	22	1100	0.64
g1522	22	1100	19.5
g1523	0	0	0
g1524	5	250	132.8
g1525	0	0	0
g1526	42	2100	0.14
g1527	0	0	0
g1528	3	150	195.33
g1529	151	7550	1.67
g1530	1	50	133
g1531	0	0	0
g1532	0	0	0
g1533	0	0	0
g1534	12	600	126.33
g1535	12	600	137.08
g1536	0	0	0
g1537	3	150	0.33
g1538	20	1000	0.05
g1539	37	1850	0.35
g1540	101	5050	0.72
g1541	28	1400	7.36
g1542	28	1400	0
g1543	0	0	0
g1544	1	50	115
g1545	21	1050	0.19
g1546	0	0	0
g1547	0	0	0
g1548	3	150	0
g1549	9	450	0
g1550	0	0	0
g1551	5	250	0
g1552	36	1800	5.39
g1553	132	6600	0.1
g1554	0	0	0
g1555	0	0	0
g1556	0	0	0
g1557	11	550	134.73
g1558	8	400	189.38
g1559	28	1400	18.39
g1560	64	3200	0.27
g1561	38	1900	0.13
g1562	114	5700	0.06
g1563	5	250	0
g1564	10	500	0.3
g1565	1	50	0
g1566	8	400	1
g1567	2	100	187
g1568	35	1750	0.57
g1569	16	800	1.12
g1570	0	0	0
g1571	71	3550	0.08
g1572	4	200	0
g1573	40	2000	0.1
g1574	1	50	0
g1575	0	0	0
g1576	0	0	0
g1577	0	0	0
g1578	0	0	0
g1579	0	0	0
g1580	13	650	0.38
g1581	10	500	0.2
g1582	15	750	0
g1583	56	2800	0.05
g1584	20	1000	0.05
g1585	18	900	0.06
g1586	0	0	0
g1587	0	0	0
g1588	10	500	164.9
g1589	1	50	125
g1590	0	0	0
g1591	1	50	90
g1592	0	0	0
g1593	2	100	117.5
g1594	0	0	0
g1595	2	100	96
g1596	21	1050	0.38
g1597	0	0	0
g1598	36	1800	1.44
g1599	68	3400	0.13
g1600	18	900	0.06
g1601	84	4200	0.3
g1602	15	750	0.07
g1603	80	4000	0.26
g1604	7	350	175.29
g1605	0	0	0
g1606	0	0	0
g1607	0	0	0
g1608	13	650	0.08
g1609	13	650	0.38
g1610	37	1850	12.86
g1611	58	2900	0.07
g1612	4	200	0
g1613	0	0	0
g1614	0	0	0
g1615	10	500	0.1
g1616	0	0	0
g1617	0	0	0
g1618	0	0	0
g1619	10	500	0.5
g1620	18	900	0.28
g1621	8	400	0
g1622	4	200	0
g1623	19	950	0.05
g1624	21	1050	0.33
g1625	0	0	0
g1626	49	2450	0.08
g1627	0	0	0
g1628	3	150	0
g1629	0	0	0
g1630	30	1500	0.03
g1631	37	1850	4.43
g1632	0	0	0
g1633	0	0	0
g1634	0	0	0
g1635	0	0	0
g1636	0	0	0
g1637	0	0	0
g1638	16	800	0.19
g1639	23	1150	0.17
g1640	27	1350	0.07
g1641	17	850	0
g1642	21	1050	0
g1643	17	850	0
g1644	6	300	0.33
g1645	3	150	0
g1646	0	0	0
g1647	0	0	0
g1648	0	0	0
g1649	0	0	0
g1650	0	0	0
g1651	0	0	0
g1652	101	5050	0.12
g1653	0	0	0
g1654	0	0	0
g1655	0	0	0
g1656	0	0	0
g1657	0	0	0
g1658	0	0	0
g1659	0	0	0
g1660	0	0	0
g1661	113	5650	1.14
g1662	61	3050	0.51
g1663	40	2000	0.05
g1664	6	300	0
g1665	5	250	0.2
g1666	3	150	0.33
g1667	102	5100	0.11
g1668	9	450	0.11
g1669	84	4200	0.19
g1670	0	0	0
g1671	0	0	0
g1672	6	300	0
g1673	53	2650	0.08
g1674	22	1100	0.09
g1675	3	150	2.33
g1676	20	1000	0.95
g1677	22	1100	1.77
g1678	12	600	0
g1679	0	0	0
g1680	0	0	0
g1681	0	0	0
g1682	0	0	0
g1683	0	0	0
g1684	0	0	0
g1685	0	0	0
g1686	0	0	0
g1687	3	150	0
g1688	0	0	0
g1689	64	3200	0.09
g1690	0	0	0
g1691	15	750	0.07
g1692	3	150	0.67
g1693	88	4400	0.4
g1694	20	1000	31.7
g1695	9	450	0
g1696	23	1150	0.09
g1697	0	0	0
g1698	0	0	0
g1699	90	4500	8.96
g1700	160	8000	12.85
g1701	85	4250	1.72
g1702	2	100	233
g1703	22	1100	17.82
g1704	3	150	38
g1705	0	0	0
g1706	0	0	0
g1707	36	1800	0.17
g1708	1	50	175
g1709	1	50	150
g1710	46	2300	36.35
g1711	0	0	0
g1712	0	0	0
g1713	177	8850	48.49
g1714	0	0	0
g1715	0	0	0
g1716	3	150	0.33
g1717	71	3550	0.32
g1718	0	0	0
tRNA-Ile55_gene	0	0	0
tRNA-Asp54_gene	0	0	0
g1719	1	50	64
g1720	0	0	0
g1721	0	0	0
g1722	0	0	0
g1723	0	0	0
g1724	58	2900	0.07
g1725	0	0	0
g1726	3	150	91
g1727	0	0	0
g1728	18	900	200.78
g1729	0	0	0
g1730	63	3150	66.49
g1731	6	300	0
g1732	10	500	0.2
g1733	0	0	0
g1734	6	300	134.67
g1735	0	0	0
g1736	23	1150	42.09
g1737	0	0	0
g1738	64	3200	0.09
g1739	0	0	0
g1740	0	0	0
g1741	0	0	0
g1742	0	0	0
g1743	113	5650	10.78
g1744	0	0	0
g1745	0	0	0
g1746	0	0	0
g1747	0	0	0
g1748	0	0	0
g1749	0	0	0
g1750	84	4200	0.05
g1751	53	2650	0.13
g1752	0	0	0
g1753	0	0	0
g1754	0	0	0
g1755	98	4900	0.55
g1756	18	900	0
g1757	35	1750	5.2
g1758	0	0	0
g1759	19	950	0.84
g1760	20	1000	0
g1761	3	150	0
g1762	3	150	0
g1763	12	600	0.17
g1764	18	900	0.06
g1765	0	0	0
g1766	1	50	0
g1767	10	500	48.7
g1768	0	0	0
g1769	0	0	0
g1770	0	0	0
g1771	0	0	0
g1772	28	1400	2.43
g1773	3	150	0
g1774	44	2200	6.68
g1775	0	0	0
g1776	0	0	0
g1777	103	5150	1.18
g1778	9	450	0
g1779	10	500	100.5
g1780	0	0	0
g1781	3	150	0
g1782	7	350	0
g1783	59	2950	0.03
g1784	0	0	0
g1785	1	50	0
g1786	0	0	0
g1787	59	2950	8.39
g1788	12	600	0
g1789	3	150	0
g1790	23	1150	0.04
g1791	13	650	0.08
g1792	0	0	0
g1793	0	0	0
g1794	18	900	3.56
g1795	89	4450	0.3
g1796	14	700	0.07
g1797	232	11600	0.24
g1798	38	1900	0.08
g1799	50	2500	0.08
g1800	0	0	0
g1801	1261	63050	0.71
g1802	0	0	0
g1803	10	500	0.1
g1804	12	600	0
g1805	22	1100	0.09
g1806	4	200	0
g1807	0	0	0
g1808	54	2700	0.19
g1809	0	0	0
g1810	106	5300	66.12
g1811	29	1450	0.28
g1812	0	0	0
tRNA-Asn64_gene	8	400	0.62
tRNA-Pro56_gene	5	250	0.4
tRNA-Ala57_gene	7	350	3.57
tRNA-Asn63_gene	8	400	1.12
tRNA-Pro58_gene	5	250	0.4
tRNA-Ala59_gene	7	350	1.86
tRNA-Asn62_gene	8	400	1.88
tRNA-Pro60_gene	5	250	0.2
tRNA-Ala61_gene	7	350	0.14
g1813	101	5050	318.63
g1814	54	2700	281.76
g1815	0	0	0
g1816	7	350	23.14
g1817	1	50	0
g1818	0	0	0
g1819	16	800	10.88
g1820	0	0	0
g1821	0	0	0
g1822	0	0	0
g1823	0	0	0
g1824	0	0	0
g1825	0	0	0
g1826	0	0	0
g1827	19	950	0.05
g1828	0	0	0
g1829	1	50	154
g1830	1	50	0
g1831	0	0	0
g1832	19	950	0.05
g1833	31	1550	0.13
g1834	0	0	0
g1835	0	0	0
g1836	0	0	0
g1837	49	2450	28.63
g1838	7	350	0.14
g1839	18	900	0
g1840	0	0	0
g1841	0	0	0
g1842	0	0	0
g1843	0	0	0
g1844	249	12450	0.53
g1845	0	0	0
g1846	0	0	0
g1847	0	0	0
g1848	0	0	0
g1849	0	0	0
g1850	0	0	0
g1851	0	0	0
g1852	0	0	0
g1853	0	0	0
g1854	198	9900	14.86
g1855	0	0	0
g1856	20	1000	94.2
g1857	0	0	0
g1858	0	0	0
g1859	1	50	0
g1860	0	0	0
g1861	0	0	0
g1862	0	0	0
g1863	3	150	0
g1864	0	0	0
g1865	104	5200	0.1
g1866	0	0	0
g1867	130	6500	1.72
g1868	58	2900	0.17
g1869	69	3450	8.9
g1870	0	0	0
g1871	133	6650	17.84
g1872	2	100	0
g1873	76	3800	7.07
g1874	2	100	0
g1875	11	550	15.82
g1876	22	1100	0.09
g1877	75	3750	0.08
g1878	29	1450	0.28
g1879	5	250	2.6
g1880	21	1050	0
g1881	13	650	0
g1882	0	0	0
g1883	0	0	0
g1884	7	350	0.43
g1885	55	2750	0.31
g1886	0	0	0
g1887	0	0	0
g1888	0	0	0
g1889	0	0	0
g1890	4	200	0
g1891	1	50	198
g1892	0	0	0
g1893	0	0	0
g1894	0	0	0
g1895	292	14600	0.24
g1896	11	550	0.18
g1897	0	0	0
g1898	40	2000	0.07
g1899	27	1350	0.7
g1900	11	550	0.09
g1901	189	9450	0.32
g1902	0	0	0
g1903	0	0	0
g1904	0	0	0
g1905	21	1050	103.76
g1906	98	4900	0.1
g1907	35	1750	0.31
g1908	0	0	0
g1909	25	1250	0.16
g1910	11	550	2.91
g1911	0	0	0
g1912	6	300	216.5
g1913	1	50	127
g1914	119	5950	12.06
g1915	19	950	0.16
g1916	31	1550	54.61
g1917	50	2500	0.02
g1918	6	300	0
g1919	23	1150	0.26
g1920	55	2750	0.15
g1921	0	0	0
g1922	7	350	194.71
g1923	0	0	0
g1924	0	0	0
g1925	31	1550	0.26
g1926	0	0	0
g1927	15	750	0.47
g1928	0	0	0
g1929	0	0	0
g1930	5	250	0
g1931	0	0	0
g1932	1	50	0
g1933	1	50	0
g1934	0	0	0
g1935	6	300	2.17
g1936	0	0	0
g1937	0	0	0
g1938	0	0	0
g1939	0	0	0
g1940	14	700	0.07
g1941	24	1200	10.17
g1942	40	2000	0.15
g1943	56	2800	0.02
g1944	8	400	77.25
g1945	1	50	1
g1946	0	0	0
g1947	0	0	0
g1948	0	0	0
g1949	0	0	0
g1950	0	0	0
g1951	41	2050	0.15
g1952	0	0	0
g1953	55	2750	1.25
g1954	16	800	0.19
g1955	22	1100	0.09
g1956	2	100	6
g1957	0	0	0
g1958	0	0	0
g1959	2	100	0
g1960	0	0	0
g1961	0	0	0
g1962	0	0	0
g1963	0	0	0
g1964	0	0	0
g1965	0	0	0
g1966	1	50	200
g1967	8	400	193.75
g1968	2	100	0
g1969	0	0	0
g1970	2	100	0
g1971	0	0	0
g1972	0	0	0
g1973	23	1150	0.22
g1974	0	0	0
g1975	0	0	0
g1976	12	600	0.08
g1977	4	200	0
g1978	0	0	0
g1979	65	3250	0.06
g1980	0	0	0
g1981	145	7250	0.08
g1982	132	6600	0.09
g1983	0	0	0
g1984	12	600	46
g1985	1	50	14
g1986	0	0	0
g1987	8	400	157.75
g1988	36	1800	0.06
g1989	0	0	0
g1990	31	1550	0.03
g1991	0	0	0
g1992	0	0	0
g1993	0	0	0
g1994	116	5800	8.72
g1995	1	50	0
g1996	0	0	0
g1997	59	2950	0.08
g1998	12	600	167.75
g1999	157	7850	0.13
g2000	108	5400	0.13
g2001	0	0	0
g2002	0	0	0
g2003	0	0	0
g2004	0	0	0
g2005	27	1350	0.04
g2006	51	2550	0.12
g2007	0	0	0
g2008	46	2300	67.67
g2009	12	600	0.17
g2010	0	0	0
g2011	0	0	0
g2012	0	0	0
g2013	0	0	0
g2014	8	400	0
g2015	1	50	0
g2016	11	550	0
g2017	0	0	0
g2018	0	0	0
g2019	10	500	0
g2020	45	2250	0.04
g2021	11	550	0.18
g2022	0	0	0
g2023	0	0	0
g2024	24	1200	1.25
g2025	71	3550	0.04
g2026	0	0	0
g2027	0	0	0
g2028	3	150	149.33
g2029	143	7150	0.15
g2030	38	1900	0.05
g2031	0	0	0
g2032	69	3450	0.16
g2033	5	250	0
g2034	39	1950	0.05
g2035	0	0	0
g2036	0	0	0
g2037	0	0	0
g2038	0	0	0
g2039	0	0	0
g2040	0	0	0
g2042	24	1200	0.04
g2043	0	0	0
g2044	161	8050	41.52
g2045	39	1950	143.79
g2046	2	100	0
g2047	9	450	14.44
g2048	22	1100	0.45
g2049	22	1100	17.91
g2050	18	900	10.39
g2051	4	200	167.75
g2052	0	0	0
g2053	5	250	0
g2054	0	0	0
g2055	0	0	0
g2056	0	0	0
g2057	0	0	0
g2058	2	100	153.5
g2059	0	0	0
g2060	0	0	0
g2061	0	0	0
g2062	212	10600	0.2
g2063	0	0	0
g2064	89	4450	0.29
tRNA-Leu66_gene	1	50	0
g2065	0	0	0
g2066	131	6550	210.11
g2067	27	1350	0.3
g2068	2	100	1
g2069	16	800	0.31
g2070	4	200	0
tRNA-Leu65_gene	2	100	0
g2071	0	0	0
g2072	0	0	0
g2073	0	0	0
g2074	0	0	0
g2075	0	0	0
g2076	3	150	5.33
g2077	344	17200	0.29
g2078	7	350	0.14
g2079	0	0	0
g2080	57	2850	93
g2082	0	0	0
g2083	0	0	0
g2084	0	0	0
g2085	4	200	197
g2086	0	0	0
g2087	8	400	0
g2088	0	0	0
g2089	0	0	0
g2090	0	0	0
g2091	0	0	0
g2092	4	200	11.5
g2093	0	0	0
g2094	31	1550	0
g2095	2	100	0
g2096	13	650	0.08
g2097	6	300	0
g2098	11	550	0
g2099	5	250	0
g2100	26	1300	0.04
g2101	7	350	0
g2102	0	0	0
g2103	1	50	18
g2104	50	2500	0.64
g2105	179	8950	49.74
g2106	0	0	0
g2107	1	50	173
g2108	0	0	0
g2109	0	0	0
g2110	48	2400	219.33
g2111	0	0	0
g2112	29	1450	66.28
g2113	60	3000	54.73
g2114	27	1350	0.07
g2115	110	5500	0.15
g2116	0	0	0
g2117	1	50	1
g2118	0	0	0
g2119	0	0	0
g2120	104	5200	84.29
g2121	1	50	204
g2122	3	150	60.33
g2123	0	0	0
g2124	42	2100	0.1
g2125	8	400	0.12
g2126	144	7200	216.35
g2127	54	2700	55.52
g2128	50	2500	0.04
g2129	57	2850	0.04
g2130	81	4050	0.05
g2131	38	1900	0.03
g2132	0	0	0
g2133	0	0	0
g2134	0	0	0
g2135	10	500	150.4
g2136	28	1400	5.39
g2137	5	250	6.6
g2138	0	0	0
g2139	0	0	0
g2140	0	0	0
g2141	0	0	0
g2142	0	0	0
g2143	40	2000	0.03
g2144	14	700	0.14
g2145	33	1650	0.21
g2146	40	2000	0.05
g2147	12	600	0.08
g2148	0	0	0
g2149	13	650	0.08
g2150	25	1250	0.04
g2151	0	0	0
g2152	47	2350	0.26
g2153	4	200	0
g2154	10	500	0.2
g2155	0	0	0
g2156	19	950	153.47
g2157	10	500	191.2
g2158	0	0	0
g2159	1	50	0
g2160	1	50	191
g2161	0	0	0
g2162	0	0	0
g2163	59	2950	0.31
g2164	0	0	0
g2165	4	200	0
g2166	26	1300	0.38
g2167	3	150	0
g2168	14	700	0.07
g2169	54	2700	1.52
g2170	1	50	138
g2171	32	1600	0.34
g2172	38	1900	0.11
g2173	0	0	0
g2174	0	0	0
g2175	0	0	0
g2176	115	5750	223.14
g2177	0	0	0
g2178	61	3050	0.1
g2179	0	0	0
g2180	0	0	0
g2181	68	3400	0.26
g2182	0	0	0
g2183	1	50	155
g2184	11	550	119.09
g2185	0	0	0
g2186	21	1050	0.1
g2187	6	300	0.17
g2188	0	0	0
g2189	0	0	0
g2190	122	6100	0.12
g2191	15	750	0.07
g2192	0	0	0
g2193	110	5500	0.67
g2194	85	4250	0.89
g2195	134	6700	0.12
g2196	0	0	0
g2197	0	0	0
g2198	0	0	0
g2199	0	0	0
g2200	0	0	0
g2201	0	0	0
g2202	0	0	0
g2203	0	0	0
g2204	0	0	0
g2205	0	0	0
g2206	0	0	0
g2207	0	0	0
g2208	9	450	245.22
g2209	6	300	257.83
g2210	39	1950	249.69
g2211	0	0	0
g2212	0	0	0
g2213	41	2050	25.95
g2214	10	500	0.1
g2215	0	0	0
g2216	0	0	0
g2217	93	4650	9.38
g2218	425	21250	0.24
g2219	12	600	0
g2220	114	5700	0.08
g2221	3	150	0
g2222	0	0	0
g2223	0	0	0
g2224	0	0	0
g2225	0	0	0
g2226	0	0	0
g2227	0	0	0
g2228	0	0	0
g2229	0	0	0
g2230	0	0	0
g2231	0	0	0
g2232	0	0	0
g2233	0	0	0
g2234	25	1250	236.48
g2235	0	0	0
g2236	27	1350	0.04
g2237	0	0	0
g2238	0	0	0
g2239	0	0	0
g2240	11	550	0.09
g2241	0	0	0
g2242	14	700	21.93
g2243	0	0	0
g2244	0	0	0
g2245	16	800	6.94
g2246	6	300	0.17
g2247	0	0	0
g2248	2	100	182
g2249	16	800	38.44
g2250	19	950	0.21
g2251	7	350	0.14
g2252	0	0	0
g2253	0	0	0
g2254	0	0	0
g2255	2	100	0.5
g2256	11	550	165.64
g2257	0	0	0
g2258	0	0	0
g2259	0	0	0
g2260	24	1200	0.96
g2261	172	8600	0.09
g2262	12	600	0.08
g2263	32	1600	0.34
g2264	34	1700	0.12
g2265	35	1750	46.43
g2266	14	700	0.14
g2267	43	2150	0.09
g2268	8	400	0.12
g2269	0	0	0
g2270	112	5600	0.25
g2271	9	450	0
g2272	18	900	0
g2273	0	0	0
g2274	1	50	0
g2275	0	0	0
g2276	0	0	0
g2277	0	0	0
g2278	0	0	0
g2279	1	50	0
g2280	7	350	0
g2281	15	750	0
g2282	36	1800	0.19
g2283	0	0	0
g2284	2	100	0
g2285	0	0	0
g2286	2	100	0
g2287	0	0	0
g2288	0	0	0
g2289	21	1050	18.71
g2290	0	0	0
g2291	0	0	0
g2292	0	0	0
g2293	0	0	0
g2294	2	100	57.5
g2295	0	0	0
g2296	0	0	0
g2297	0	0	0
g2298	6	300	0
g2299	1	50	0
g2300	0	0	0
g2301	2	100	18.5
g2302	0	0	0
tRNA-iMet67_gene	4	200	5
g2303	0	0	0
g2304	10	500	0.1
g2305	0	0	0
g2306	0	0	0
g2307	0	0	0
g2308	9	450	0.11
g2309	5	250	0
g2310	0	0	0
g2311	0	0	0
g2312	0	0	0
g2313	2	100	1.5
g2314	0	0	0
g2315	0	0	0
g2316	88	4400	0.17
g2317	46	2300	0.3
g2318	13	650	0.08
g2319	47	2350	0.17
g2320	0	0	0
g2321	20	1000	67.75
g2322	12	600	113.33
g2323	0	0	0
g2324	26	1300	0.04
g2325	42	2100	0.14
g2326	0	0	0
g2327	0	0	0
g2328	0	0	0
g2329	0	0	0
g2330	0	0	0
g2331	0	0	0
g2332	27	1350	0.04
g2333	21	1050	0.19
g2334	66	3300	0.32
g2335	42	2100	0.07
g2336	31	1550	0.03
g2337	3	150	0
g2338	28	1400	0.07
g2339	5	250	0
g2340	11	550	0
g2341	2	100	0
g2342	5	250	166.6
g2343	1	50	131
g2344	0	0	0
g2345	0	0	0
g2346	41	2050	0.07
g2347	1	50	0
g2348	18	900	0
g2349	9	450	0
g2350	1	50	0
g2351	20	1000	0.05
g2352	0	0	0
g2353	0	0	0
g2354	6	300	10.83
g2355	11	550	0.45
g2356	0	0	0
g2357	1	50	1
g2358	13	650	0
g2359	27	1350	0.81
g2360	43	2150	0.09
g2361	30	1500	0.2
g2362	37	1850	0.03
g2363	1	50	0
g2364	24	1200	0
g2365	12	600	0
g2366	2	100	0
g2367	8	400	0.12
g2368	39	1950	4.38
g2369	30	1500	224.43
g2370	85	4250	0.41
g2371	62	3100	0.05
g2372	1	50	79
g2373	6	300	0
g2374	14	700	109.93
g2375	28	1400	93.11
g2376	0	0	0
g2377	0	0	0
g2378	0	0	0
g2379	0	0	0
g2380	0	0	0
g2381	0	0	0
g2382	1	50	96
g2383	0	0	0
g2384	0	0	0
g2385	3	150	193.67
g2386	25	1250	42
g2387	89	4450	0.11
g2388	143	7150	0.09
g2389	0	0	0
g2390	7	350	0.57
g2391	0	0	0
g2392	0	0	0
g2393	15	750	0.27
g2394	1	50	0
g2395	38	1900	0.05
g2396	55	2750	0.09
g2397	42	2100	3.05
g2398	22	1100	48.55
g2399	27	1350	0.19
g2400	0	0	0
g2401	0	0	0
g2402	237	11850	0.3
g2403	19	950	66.95
g2404	0	0	0
g2405	0	0	0
g2406	9	450	0.11
g2407	0	0	0
g2408	0	0	0
g2409	0	0	0
g2410	0	0	0
g2411	16	800	0.12
g2412	51	2550	0.06
g2413	6	300	0
g2414	23	1150	0.35
g2415	41	2050	0.71
g2416	149	7450	0.14
g2417	17	850	0.24
g2418	33	1650	0.03
g2419	30	1500	0.13
g2420	142	7100	0.83
g2421	259	12950	0.27
g2422	25	1250	0.16
g2423	80	4000	0.45
g2424	0	0	0
g2425	0	0	0
g2426	2	100	188
g2427	0	0	0
g2428	0	0	0
g2429	0	0	0
g2430	35	1750	0.09
g2431	0	0	0
g2432	7	350	310.29
g2433	0	0	0
g2434	0	0	0
g2435	10	500	0.2
g2436	37	1850	79.49
g2437	1	50	0
g2438	0	0	0
g2439	35	1750	3.03
g2440	38	1900	0.21
g2441	17	850	0
g2442	0	0	0
g2443	17	850	200.29
g2444	8	400	132.38
g2445	0	0	0
g2446	3	150	190.33
g2447	0	0	0
g2448	5	250	0.4
g2449	82	4100	0.09
g2450	0	0	0
g2451	8	400	0.12
g2452	29	1450	0
g2453	2	100	202
g2454	0	0	0
g2455	7	350	47.43
g2456	0	0	0
g2457	0	0	0
g2458	0	0	0
g2459	0	0	0
g2460	41	2050	10.76
g2461	25	1250	0.36
g2462	0	0	0
g2463	7	350	0
g2464	21	1050	0
g2465	8	400	0.12
g2466	1	50	0
g2467	12	600	0
g2468	11	550	12.18
g2469	78	3900	1.37
g2470	0	0	0
g2471	0	0	0
g2472	0	0	0
g2473	0	0	0
g2474	0	0	0
g2475	0	0	0
g2476	0	0	0
g2477	0	0	0
g2478	0	0	0
g2479	0	0	0
g2480	0	0	0
g2481	0	0	0
g2482	94	4700	0.14
g2483	203	10150	0.17
g2484	0	0	0
g2485	12	600	2.33
g2486	21	1050	0.24
g2487	1	50	1
g2488	0	0	0
g2489	0	0	0
g2490	0	0	0
g2491	0	0	0
g2492	0	0	0
g2493	0	0	0
g2494	0	0	0
g2495	0	0	0
g2496	248	12400	1.12
g2497	0	0	0
g2498	27	1350	236.41
g2499	2	100	0.5
g2500	1	50	1
g2501	11	550	0
g2502	13	650	0.31
g2503	0	0	0
g2504	0	0	0
g2505	101	5050	113.06
g2506	8	400	18.88
g2507	3	150	0
g2508	2	100	203
g2509	0	0	0
g2510	57	2850	0.09
g2511	71	3550	332.23
